captured_at,store,country,group,term,rank,result_count,truncated,status,name_match_top5,top3_1,top3_2,top3_3,error
2026-08-13T02:55:00Z,play,AU,subject,fruit tree journal,2,30,true,ranked,,com.zht.fruit_trees,app.treesmith,com.dictionary.fruittrees.fruit.trees,
2026-08-13T02:55:00Z,play,AU,subject,fruit tree care,1,30,true,ranked,,app.treesmith,com.dictionary.fruittrees.fruit.trees,com.zht.fruit_trees,
2026-08-13T02:55:00Z,play,AU,subject,rare fruit,1,30,true,ranked,,app.treesmith,com.fruitripeness.hru,com.taprun.fruitheroline,
2026-08-13T02:55:00Z,play,AU,subject,grafting,,30,true,absent_window_capped,,com.mmircil.cnb2,com.amazon.kindle,com.garmin.android.apps.connectmobile,
2026-08-13T02:55:00Z,play,AU,subject,scion wood,,30,true,absent_window_capped,,com.beauty_nxt.app,org.scionlab.scion,com.anideaz.woodsnipes,
2026-08-13T02:55:00Z,play,AU,subject,rootstock,,30,true,absent_window_capped,,com.rootiq.stock,com.blackboxstocks.mobile,com.recroot.app,
2026-08-13T02:55:00Z,play,AU,subject,orchard management,,30,true,absent_window_capped,,com.trackensure.orchard,tech.farmable.farmable,com.theorchard.OrchardGo,
2026-08-13T02:55:00Z,play,AU,subject,orchard map,,30,true,absent_window_capped,,com.okshur.WastelandOrchard,com.askpascal.tinnies,com.google.android.apps.mapslite,
2026-08-13T02:55:00Z,play,AU,subject,home orchard,,29,false,absent,,com.habadigital.obstgarten,com.okshur.WastelandOrchard,com.orchard.poc,
2026-08-13T02:55:00Z,play,AU,subject,backyard orchard,,29,false,absent,,com.simpplr.backyard,com.backyard.hunt,com.fellcode.ultrayardtimer,
2026-08-13T02:55:00Z,play,AU,subject,permaculture,,50,true,absent_window_capped,,com.kj224.app,com.conduit.app_f41a435b335e4fd6b8a8caa614fed6b1.app,app.groad.groguild,
2026-08-13T02:55:00Z,play,AU,brand,treesmith,1,30,true,ranked,,app.treesmith,com.droidhang.slot.android.google,com.smiconsulting.treetribe,
2026-08-13T02:55:00Z,play,AU,brand,tree smith,1,30,true,ranked,,app.treesmith,com.a3dcomm.aether.smith,com.a3dcomm.aether.smith.lite,
2026-08-13T02:55:00Z,play,US,niche_tracker,fruit tree tracker,1,30,true,ranked,,app.treesmith,com.zht.fruit_trees,com.dictionary.fruittrees.fruit.trees,
2026-08-13T02:55:00Z,play,US,niche_tracker,orchard tracker,,29,false,absent,,com.habadigital.obstgarten,com.theorchard.OrchardGo,com.trackensure.orchard,
2026-08-13T02:55:00Z,play,US,niche_tracker,tree tracker,4,30,true,ranked,,org.greenstand.android.TreeTracker,org.treeo.treeo,com.treetracker.mobile,
2026-08-13T02:55:00Z,play,US,niche_tracker,graft tracker,1,30,true,ranked,,app.treesmith,com.cibiltech.ptg.graftCare,com.cofox.kahunas.Graft,
2026-08-13T02:55:00Z,play,US,niche_tracker,grafting tracker,1,30,true,ranked,,app.treesmith,com.dreamteammobile.tagtracker,me.cfs.chronic.fatigue.syndrome.pacing.diary.tracker,
2026-08-13T02:55:00Z,play,US,niche_tracker,bonsai tracker,,30,true,absent_window_capped,,app.bonsaicare,com.jooni.app,com.hellobonsai.bonsai,
2026-08-13T02:55:00Z,play,US,niche_tracker,citrus tracker,,30,true,absent_window_capped,,com.wemagineai.citrus,com.technologyevolvingsolutions.kivy_app,com.boxnbiz.citrusfreight,
2026-08-13T02:55:00Z,play,US,niche_tracker,propagation tracker,,10,false,absent,,ua.rv.sashko.hf_propagation,jp.moo.myworks.progressofproject,amar.progress,
2026-08-13T02:55:00Z,play,US,niche_tracker,seedling tracker,,30,true,absent_window_capped,,us.seedtime.app,io.ionic.seed2spoon,com.sochitieu.app,
2026-08-13T02:55:00Z,play,US,niche_tracker,harvest tracker,,29,false,absent,,com.topcon.harvestTrackerLite,com.nplglobalappdev.nplshare,com.harvestapp,
2026-08-13T02:55:00Z,play,US,broad,plant tracker,,30,true,absent_window_capped,,com.potally.app,com.devjah.plants,com.plantparentai.app,
2026-08-13T02:55:00Z,play,US,broad,garden journal,,30,true,absent_window_capped,,com.perculacreative.peter.gardenplanner,us.seedtime.app,io.ionic.seed2spoon,
2026-08-13T02:55:00Z,play,US,broad,garden planner,,20,false,absent,,com.perculacreative.peter.gardenplanner,us.seedtime.app,io.ionic.seed2spoon,
2026-08-13T02:55:00Z,play,US,broad,plant log,,30,true,absent_window_capped,,com.plantlog.plantlog,com.mirkaeraketo.plantdiary,com.devjah.plants,
2026-08-13T02:55:00Z,play,US,broad,garden diary,,29,false,absent,,com.perculacreative.peter.gardenplanner,io.ionic.seed2spoon,us.seedtime.app,
2026-08-13T02:55:00Z,play,US,broad,garden log,,30,true,absent_window_capped,,com.perculacreative.peter.gardenplanner,io.ionic.seed2spoon,us.seedtime.app,
2026-08-13T02:55:00Z,play,US,broad,plant inventory,,30,true,absent_window_capped,,com.mirkaeraketo.plantdiary,com.devjah.plants,com.myplantin.app,
2026-08-13T02:55:00Z,play,US,broad,plant collection,,30,true,absent_window_capped,,cn.danatech.xingseus,greg.io.care_app_android,org.plantnet,
2026-08-13T02:55:00Z,play,US,broad,plant catalogue,,14,false,absent,,com.mirkaeraketo.plantdiary,greg.io.care_app_android,cn.danatech.xingseus,
2026-08-13T02:55:00Z,play,US,broad,plant database,,23,false,absent,,com.stevelib.thetortoisetable,cn.danatech.xingseus,org.plantnet,
2026-08-13T02:55:00Z,play,US,broad,garden mapping,,29,false,absent,,com.perculacreative.peter.gardenplanner,io.ionic.seed2spoon,com.gardenplan.app,
2026-08-13T02:55:00Z,play,US,broad,plant care,,30,true,absent_window_capped,,com.plantparentai.app,me.jodoin.aiplantdoctor,com.devjah.plants,
2026-08-13T02:55:00Z,play,US,subject,fruit tree,2,30,true,ranked,,com.PlayMore.FruitTree,app.treesmith,com.zht.fruit_trees,
2026-08-13T02:55:00Z,play,US,subject,fruit tree journal,2,30,true,ranked,,com.zht.fruit_trees,app.treesmith,com.PlayMore.FruitTree,
2026-08-13T02:55:00Z,play,US,subject,fruit tree care,2,30,true,ranked,,com.dictionary.fruittrees.fruit.trees,app.treesmith,com.zht.fruit_trees,
2026-08-13T02:55:00Z,play,US,subject,rare fruit,1,30,true,ranked,,app.treesmith,com.fruitripeness.hru,com.cutthefruit.rope.strawberry,
2026-08-13T02:55:00Z,play,US,subject,grafting,,30,true,absent_window_capped,,com.mmircil.cnb2,graftapp.figmd.com.graft,com.amazon.kindle,
2026-08-13T02:55:00Z,play,US,subject,scion wood,,13,false,absent,,org.scionlab.scion,com.beauty_nxt.app,com.anideaz.woodsnipes,
2026-08-13T02:55:00Z,play,US,subject,rootstock,,11,false,absent,,com.rootiq.stock,com.pricklyfish.hotstock,com.blackboxstocks.mobile,
2026-08-13T02:55:00Z,play,US,subject,orchard management,,29,false,absent,,com.theorchard.OrchardGo,com.trackensure.orchard,com.okshur.WastelandOrchard,
2026-08-13T02:55:00Z,play,US,subject,orchard map,,29,false,absent,,com.okshur.WastelandOrchard,com.ambitious.bubble,gov.caltrans.quickmap,
2026-08-13T02:55:00Z,play,US,subject,home orchard,,28,false,absent,,com.habadigital.obstgarten,com.orcharddrop.basketcatcher,com.subsplashconsulting.s_397PFR,
2026-08-13T02:55:00Z,play,US,subject,backyard orchard,,12,false,absent,,com.simpplr.backyard,com.backyard.hunt,com.okshur.WastelandOrchard,
2026-08-13T02:55:00Z,play,US,subject,permaculture,,30,true,absent_window_capped,,com.kj224.app,com.conduit.app_f41a435b335e4fd6b8a8caa614fed6b1.app,app.groad.groguild,
2026-08-13T02:55:00Z,play,US,brand,treesmith,1,30,true,ranked,,app.treesmith,com.theartisttree.wallet,com.droidhang.slot.android.google,
2026-08-13T02:55:00Z,play,US,brand,tree smith,1,30,true,ranked,,app.treesmith,com.a3dcomm.aether.smith,com.a3dcomm.aether.smith.lite,
